Country,League,Season,Round,Date,Time,Home,Away,HxG,AxG,HG,AG,HExpG+,AExpG+,Res,AvgBookmakerCH,AvgBookmakerCD,AvgBookmakerCA,Model_Home_Prob,Model_Draw_Prob,Model_Away_Prob,NoVig_HProb_Avg,NoVig_DProb_Avg,NoVig_AProb_Avg,AvgMargin,Home_EV,Draw_EV,Away_EV
China,Super League,2025,19,2025-10-26,10:30,Qingdao West Coast,Chengdu Rongcheng,1.22,1.26,2.0,2.0,1.454,1.4819999999999998,D,6.71,4.85,1.41,,,,,,,,,,
China,Super League,2025,12,2025-10-26,11:35,Beijing Guoan,Qingdao Hainiu,2.44,2.14,2.0,4.0,2.308,2.698,A,1.51,4.85,5.2,,,,,,,,,,
China,Super League,2025,28,2025-10-26,11:35,Shanghai Shenhua,Dalian Yingbo,1.51,0.9,2.0,2.0,1.657,1.23,D,1.18,7.39,12.05,,,,,,,,,,
China,Super League,2025,12,2025-10-31,10:00,Shanghai Port,Zhejiang Professional,0.39,0.27,3.0,0.0,1.1729999999999998,0.189,H,,,,,,,,,,,,,
China,Super League,2025,29,2025-10-31,11:35,Chengdu Rongcheng,Henan Songshan Longmen,1.24,1.14,1.0,2.0,1.168,1.398,A,,,,,,,,,,,,,
China,Super League,2025,14,2025-10-31,12:00,Shanghai Shenhua,Shenzhen Xinpengcheng,2.34,0.21,1.0,0.0,1.938,0.147,H,,,,,,,,,,,,,
China,Super League,2025,30,2025-11-22,07:30,Beijing Guoan,Meizhou Hakka,5.85,1.77,5.0,1.0,5.595,1.539,H,,,,,,,,,,,,,
China,Super League,2025,3,2025-11-22,07:30,Dalian Yingbo,Shanghai Port,0.83,1.51,0.0,1.0,0.581,1.357,A,,,,,,,,,,,,,
China,Super League,2025,2,2025-11-22,07:30,Henan Songshan Longmen,Yunnan Yukun,2.09,0.52,1.0,1.0,1.763,0.6639999999999999,D,,,,,,,,,,,,,
China,Super League,2025,30,2025-11-22,07:30,Qingdao West Coast,Changchun Yatai,2.27,0.45,1.0,0.0,1.889,0.315,H,,,,,,,,,,,,,
China,Super League,2025,16,2025-11-22,07:30,Shenzhen Xinpengcheng,Chengdu Rongcheng,0.42,2.54,1.0,1.0,0.594,2.078,D,,,,,,,,,,,,,
China,Super League,2025,30,2025-11-22,07:30,Tianjin Jinmen Tiger,Shanghai Shenhua,0.31,2.55,1.0,3.0,0.517,2.6849999999999996,A,,,,,,,,,,,,,
China,Super League,2025,29,2025-11-22,07:30,Wuhan Three Towns,Shandong Taishan,2.9,3.1,1.0,5.0,2.3299999999999996,3.67,A,,,,,,,,,,,,,
China,Super League,2025,30,2025-11-22,07:30,Zhejiang Professional,Qingdao Hainiu,2.46,1.03,2.0,2.0,2.322,1.321,D,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-06,11:35,Chengdu Rongcheng,Shenzhen Xinpengcheng,4.91,0.81,5.0,1.0,4.936999999999999,0.867,H,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-07,07:30,Shandong Taishan,Liaoning Tieren,3.36,1.75,3.0,0.0,3.252,1.2249999999999999,H,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-07,07:30,Tianjin Jinmen Tiger,Chongqing Tonglianglong,0.78,0.09,0.0,0.0,0.5459999999999999,0.063,D,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-07,09:00,Shanghai Shenhua,Dalian Yingbo,4.1,1.6,5.0,3.0,4.369999999999999,2.0199999999999996,H,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-07,11:35,Yunnan Yukun,Qingdao Hainiu,1.57,1.42,3.0,1.0,1.9989999999999999,1.2939999999999998,H,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-07,11:35,Shanghai Port,Henan Songshan Longmen,1.62,2.11,1.0,2.0,1.434,2.077,A,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-08,07:30,Zhejiang Professional,Qingdao West Coast,1.8,1.31,2.0,0.0,1.8599999999999999,0.9169999999999999,H,,,,,,,,,,,,,
China,Super League,2026,1,2026-03-08,11:00,Wuhan Three Towns,Beijing Guoan,0.5,1.08,0.0,2.0,0.35,1.3559999999999999,A,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-13,11:35,Wuhan Three Towns,Dalian Yingbo,1.26,2.41,4.0,1.0,2.082,1.987,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-14,07:30,Shandong Taishan,Beijing Guoan,0.89,0.72,2.0,1.0,1.2229999999999999,0.804,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-14,07:30,Zhejiang Professional,Shanghai Shenhua,2.91,1.95,1.0,1.0,2.3369999999999997,1.665,D,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-14,11:35,Chongqing Tonglianglong,Liaoning Tieren,1.58,0.64,1.0,0.0,1.406,0.44799999999999995,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-14,12:00,Shenzhen Xinpengcheng,Tianjin Jinmen Tiger,1.54,0.37,1.0,0.0,1.378,0.259,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-15,07:30,Henan Songshan Longmen,Yunnan Yukun,2.09,0.52,2.0,1.0,2.0629999999999997,0.6639999999999999,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-15,11:00,Shanghai Port,Qingdao West Coast,4.05,1.72,4.0,1.0,4.034999999999999,1.504,H,,,,,,,,,,,,,
China,Super League,2026,2,2026-03-15,11:35,Chengdu Rongcheng,Qingdao Hainiu,1.79,0.6,1.0,0.0,1.553,0.42,H,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-20,11:00,Dalian Yingbo,Shanghai Port,0.96,0.34,1.0,0.0,0.972,0.238,H,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-20,11:35,Qingdao Hainiu,Zhejiang Professional,1.98,2.35,1.0,4.0,1.686,2.8449999999999998,A,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,07:30,Beijing Guoan,Shanghai Shenhua,1.37,0.57,1.0,1.0,1.259,0.699,D,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,07:30,Liaoning Tieren,Tianjin Jinmen Tiger,2.66,2.15,3.0,0.0,2.7619999999999996,1.505,H,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,11:00,Henan Songshan Longmen,Wuhan Three Towns,1.83,0.63,1.0,1.0,1.581,0.7409999999999999,D,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,11:35,Chongqing Tonglianglong,Chengdu Rongcheng,1.8,2.13,3.0,3.0,2.16,2.391,D,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,11:35,Qingdao West Coast,Shenzhen Xinpengcheng,1.79,1.05,1.0,0.0,1.553,0.735,H,,,,,,,,,,,,,
China,Super League,2026,3,2026-03-21,12:00,Yunnan Yukun,Shandong Taishan,0.81,0.59,4.0,0.0,1.767,0.413,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-03,11:35,Chengdu Rongcheng,Qingdao West Coast,2.97,0.54,5.0,1.0,3.579,0.6779999999999999,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-04,07:30,Liaoning Tieren,Beijing Guoan,2.53,1.38,2.0,1.0,2.3709999999999996,1.2659999999999998,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-04,07:30,Qingdao Hainiu,Henan Songshan Longmen,0.87,1.72,1.0,0.0,0.909,1.204,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-04,11:00,Shandong Taishan,Dalian Yingbo,1.0,0.84,1.0,2.0,1.0,1.188,A,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-04,11:35,Shanghai Port,Yunnan Yukun,1.16,1.36,2.0,1.0,1.412,1.252,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-05,07:30,Zhejiang Professional,Chongqing Tonglianglong,0.75,0.38,0.0,1.0,0.5249999999999999,0.566,A,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-05,11:00,Shenzhen Xinpengcheng,Wuhan Three Towns,1.61,1.57,5.0,2.0,2.627,1.6989999999999998,H,,,,,,,,,,,,,
China,Super League,2026,4,2026-04-05,11:35,Tianjin Jinmen Tiger,Shanghai Shenhua,2.31,1.75,2.0,3.0,2.217,2.125,A,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-10,11:35,Dalian Yingbo,Zhejiang Professional,2.06,0.99,3.0,0.0,2.3419999999999996,0.693,H,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-11,11:00,Chongqing Tonglianglong,Wuhan Three Towns,1.52,0.45,2.0,1.0,1.6639999999999997,0.615,H,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-11,11:00,Qingdao West Coast,Liaoning Tieren,1.13,0.77,1.0,1.0,1.091,0.839,D,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-11,11:35,Shanghai Shenhua,Shanghai Port,1.66,0.18,1.0,0.0,1.462,0.126,H,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-11,11:35,Henan Songshan Longmen,Shandong Taishan,0.61,0.71,0.0,1.0,0.427,0.7969999999999999,A,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-12,11:00,Tianjin Jinmen Tiger,Qingdao Hainiu,0.3,0.92,1.0,1.0,0.51,0.944,D,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-12,11:35,Beijing Guoan,Chengdu Rongcheng,1.03,1.08,1.0,2.0,1.021,1.3559999999999999,A,,,,,,,,,,,,,
China,Super League,2026,5,2026-04-12,12:00,Shenzhen Xinpengcheng,Yunnan Yukun,1.9,1.07,3.0,4.0,2.2299999999999995,1.9489999999999998,A,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,11:00,Qingdao Hainiu,Qingdao West Coast,0.75,0.74,0.0,0.0,0.5249999999999999,0.518,D,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,11:35,Chongqing Tonglianglong,Shenzhen Xinpengcheng,0.93,0.26,2.0,0.0,1.251,0.182,H,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,11:35,Shandong Taishan,Shanghai Port,1.49,0.79,1.0,1.0,1.343,0.853,D,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,12:00,Wuhan Three Towns,Chengdu Rongcheng,1.73,1.67,0.0,1.0,1.2109999999999999,1.4689999999999999,A,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,12:00,Yunnan Yukun,Tianjin Jinmen Tiger,1.42,1.46,0.0,3.0,0.9939999999999999,1.922,A,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-17,12:00,Zhejiang Professional,Beijing Guoan,1.1,0.84,0.0,0.0,0.77,0.588,D,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-18,11:00,Dalian Yingbo,Henan Songshan Longmen,1.78,1.42,2.0,1.0,1.846,1.2939999999999998,H,,,,,,,,,,,,,
China,Super League,2026,6,2026-04-18,12:00,Shanghai Shenhua,Liaoning Tieren,3.78,2.25,3.0,1.0,3.546,1.875,H,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-21,11:00,Shenzhen Xinpengcheng,Beijing Guoan,0.55,0.52,0.0,1.0,0.385,0.6639999999999999,A,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-21,11:35,Chengdu Rongcheng,Yunnan Yukun,2.27,1.85,2.0,1.0,2.189,1.595,H,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-21,11:35,Wuhan Three Towns,Zhejiang Professional,1.69,0.27,2.0,0.0,1.783,0.189,H,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-21,12:00,Shanghai Port,Chongqing Tonglianglong,1.1,0.5,1.0,2.0,1.07,0.95,A,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-21,12:00,Tianjin Jinmen Tiger,Shandong Taishan,1.55,1.04,1.0,2.0,1.385,1.3279999999999998,A,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-22,11:35,Liaoning Tieren,Dalian Yingbo,0.54,1.28,0.0,1.0,0.378,1.196,A,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-22,11:35,Qingdao West Coast,Henan Songshan Longmen,0.12,0.65,0.0,0.0,0.08399999999999999,0.45499999999999996,D,,,,,,,,,,,,,
China,Super League,2026,7,2026-04-22,12:00,Shanghai Shenhua,Qingdao Hainiu,3.76,0.83,2.0,0.0,3.2319999999999998,0.581,H,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-25,11:00,Chengdu Rongcheng,Zhejiang Professional,2.3,0.75,4.0,0.0,2.8099999999999996,0.5249999999999999,H,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-25,11:35,Beijing Guoan,Tianjin Jinmen Tiger,1.94,1.13,2.0,4.0,1.9579999999999997,1.9909999999999999,A,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-25,12:00,Shanghai Port,Wuhan Three Towns,1.16,0.38,4.0,0.0,2.012,0.26599999999999996,H,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-26,09:00,Qingdao Hainiu,Shandong Taishan,2.63,1.8,4.0,1.0,3.0409999999999995,1.56,H,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-26,11:00,Chongqing Tonglianglong,Qingdao West Coast,1.19,0.33,1.0,1.0,1.133,0.5309999999999999,D,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-26,11:00,Shenzhen Xinpengcheng,Liaoning Tieren,1.06,0.42,1.0,0.0,1.042,0.294,H,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-26,11:35,Dalian Yingbo,Yunnan Yukun,2.93,1.25,1.0,3.0,2.351,1.775,A,,,,,,,,,,,,,
China,Super League,2026,8,2026-04-26,12:00,Henan Songshan Longmen,Shanghai Shenhua,0.8,3.35,0.0,3.0,0.5599999999999999,3.2449999999999997,A,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-01,11:00,Dalian Yingbo,Chongqing Tonglianglong,0.56,0.22,1.0,0.0,0.692,0.154,H,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-01,11:00,Henan Songshan Longmen,Liaoning Tieren,1.01,0.72,4.0,0.0,1.907,0.504,H,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-01,11:35,Shandong Taishan,Qingdao West Coast,2.09,1.19,1.0,1.0,1.763,1.133,D,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-01,11:35,Tianjin Jinmen Tiger,Wuhan Three Towns,1.06,1.43,2.0,2.0,1.342,1.601,D,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-01,12:00,Shanghai Shenhua,Chengdu Rongcheng,2.78,2.09,2.0,3.0,2.546,2.3629999999999995,A,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-02,11:00,Qingdao Hainiu,Shanghai Port,1.59,1.14,3.0,1.0,2.013,1.0979999999999999,H,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-02,11:35,Zhejiang Professional,Shenzhen Xinpengcheng,3.02,0.88,2.0,1.0,2.714,0.9159999999999999,H,,,,,,,,,,,,,
China,Super League,2026,9,2026-05-02,12:00,Yunnan Yukun,Beijing Guoan,1.45,2.31,3.0,3.0,1.9149999999999998,2.517,D,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-05,11:00,Qingdao West Coast,Tianjin Jinmen Tiger,2.19,0.87,1.0,1.0,1.833,0.909,D,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-05,11:35,Liaoning Tieren,Chengdu Rongcheng,0.5,1.82,0.0,1.0,0.35,1.574,A,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-05,11:35,Shandong Taishan,Shanghai Shenhua,1.2,0.72,4.0,1.0,2.04,0.804,H,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-05,12:00,Chongqing Tonglianglong,Henan Songshan Longmen,0.55,0.81,1.0,1.0,0.685,0.867,D,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-06,11:00,Wuhan Three Towns,Qingdao Hainiu,1.25,1.75,1.0,3.0,1.175,2.125,A,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-06,11:35,Beijing Guoan,Dalian Yingbo,2.66,0.74,3.0,0.0,2.7619999999999996,0.518,H,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-06,11:35,Shanghai Port,Shenzhen Xinpengcheng,1.68,1.13,1.0,1.0,1.476,1.091,D,,,,,,,,,,,,,
China,Super League,2026,10,2026-05-06,12:00,Yunnan Yukun,Zhejiang Professional,1.16,1.96,1.0,2.0,1.1119999999999999,1.972,A,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-09,11:35,Shanghai Shenhua,Chongqing Tonglianglong,2.02,1.57,2.0,2.0,2.014,1.6989999999999998,D,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-09,12:00,Chengdu Rongcheng,Henan Songshan Longmen,2.12,1.53,3.0,0.0,2.384,1.071,H,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,09:30,Qingdao West Coast,Wuhan Three Towns,1.26,1.18,1.0,1.0,1.182,1.126,D,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,10:00,Shenzhen Xinpengcheng,Shandong Taishan,0.62,1.77,1.0,2.0,0.734,1.839,A,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,11:00,Liaoning Tieren,Yunnan Yukun,1.19,1.2,1.0,2.0,1.133,1.44,A,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,11:35,Beijing Guoan,Shanghai Port,2.08,1.23,2.0,2.0,2.056,1.4609999999999999,D,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,11:35,Zhejiang Professional,Tianjin Jinmen Tiger,1.37,1.45,1.0,1.0,1.259,1.315,D,,,,,,,,,,,,,
China,Super League,2026,11,2026-05-10,12:00,Qingdao Hainiu,Dalian Yingbo,1.64,1.94,3.0,1.0,2.048,1.658,H,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-15,11:35,Henan Songshan Longmen,Shenzhen Xinpengcheng,1.55,0.55,1.0,0.0,1.385,0.385,H,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-15,11:35,Shanghai Port,Zhejiang Professional,1.04,1.84,2.0,2.0,1.3279999999999998,1.888,D,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-15,11:35,Tianjin Jinmen Tiger,Chengdu Rongcheng,0.44,1.8,1.0,2.0,0.608,1.8599999999999999,A,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-15,12:00,Beijing Guoan,Qingdao Hainiu,2.84,0.98,4.0,2.0,3.1879999999999997,1.286,H,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-15,12:00,Dalian Yingbo,Qingdao West Coast,1.66,2.78,2.0,3.0,1.762,2.8459999999999996,A,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-16,11:00,Wuhan Three Towns,Liaoning Tieren,2.13,1.04,2.0,2.0,2.0909999999999997,1.3279999999999998,D,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-16,11:35,Shandong Taishan,Chongqing Tonglianglong,1.69,0.81,3.0,1.0,2.0829999999999997,0.867,H,,,,,,,,,,,,,
China,Super League,2026,12,2026-05-16,12:00,Yunnan Yukun,Shanghai Shenhua,1.04,0.68,1.0,0.0,1.028,0.476,H,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-19,11:35,Shenzhen Xinpengcheng,Dalian Yingbo,0.75,1.67,1.0,1.0,0.825,1.4689999999999999,D,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-19,11:35,Tianjin Jinmen Tiger,Henan Songshan Longmen,1.07,1.02,1.0,2.0,1.049,1.314,A,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-19,12:00,Chengdu Rongcheng,Shanghai Port,1.61,0.31,0.0,1.0,1.127,0.517,A,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-19,12:00,Qingdao West Coast,Beijing Guoan,,,1.0,1.0,,,D,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-20,11:00,Liaoning Tieren,Qingdao Hainiu,3.15,1.08,2.0,1.0,2.8049999999999997,1.056,H,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-20,11:35,Shanghai Shenhua,Wuhan Three Towns,2.14,2.45,2.0,2.0,2.098,2.315,D,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-20,12:00,Chongqing Tonglianglong,Yunnan Yukun,0.68,0.19,0.0,0.0,0.476,0.13299999999999998,D,,,,,,,,,,,,,
China,Super League,2026,13,2026-05-20,12:00,Zhejiang Professional,Shandong Taishan,3.29,1.09,4.0,1.0,3.503,1.063,H,,,,,,,,,,,,,
